District,Province,Year,Setting,Pass_Rate_Pct,Number_of_Students,Number_of_Schools,Pupil_Teacher_Ratio,Textbook_Availability_Index,ICT_Resource_Index,School_Infrastructure_Index,Proportion_Schools_With_Science_Labs,Poverty_Incidence_Pct,Adult_Literacy_Rate_Pct,Unemployment_Rate_Pct,Avg_Household_Income_USD,Youth_Population_Density,Rural_Urban,Distance_to_Exam_Center_km,Previous_Year_Pass_Rate_Pct,Grade7_Pass_Rate_Pct
Chiredzi,Masvingo,2019,June,53.1,2351,37,29.8,0.57,0.45,0.62,0.53,56.7,85.8,29.6,176.0,157.4,Semi-Urban,13.4,54.1,62.4
Chiredzi,Masvingo,2019,November,52.6,4403,37,29.6,0.57,0.43,0.65,0.53,56.8,87.3,29.3,159.0,152.8,Semi-Urban,13.4,53.1,65.5
Chiredzi,Masvingo,2020,June,42.3,2366,37,32.6,0.54,0.47,0.67,0.57,61.2,87.5,32.8,150.0,164.5,Semi-Urban,14.3,52.6,57.2
Chiredzi,Masvingo,2020,November,48.9,4278,37,33.1,0.54,0.45,0.63,0.57,63.1,86.2,33.3,150.0,161.5,Semi-Urban,14.5,42.3,59.6
Chiredzi,Masvingo,2021,June,44.4,2358,37,33.4,0.54,0.49,0.65,0.56,60.2,88.6,35.9,152.0,161.3,Semi-Urban,14.4,48.9,59.5
Chiredzi,Masvingo,2021,November,52.6,4461,37,33.2,0.54,0.46,0.66,0.54,59.4,88.3,34.5,147.0,162.3,Semi-Urban,14.2,44.4,62.7
Chiredzi,Masvingo,2022,June,46.5,2481,38,29.4,0.57,0.54,0.66,0.55,55.9,89.8,30.0,176.0,162.7,Semi-Urban,13.5,52.6,62.3
Chiredzi,Masvingo,2022,November,52.8,4625,37,29.7,0.57,0.56,0.66,0.56,56.2,88.2,28.6,184.0,163.4,Semi-Urban,14.4,46.5,61.5
Chiredzi,Masvingo,2023,June,50.7,2430,38,28.8,0.6,0.58,0.67,0.6,53.6,86.9,28.8,176.0,158.8,Semi-Urban,13.8,52.8,61.9
Chiredzi,Masvingo,2023,November,56.8,4669,38,29.7,0.58,0.6,0.66,0.6,56.4,89.2,30.1,180.0,158.9,Semi-Urban,13.8,50.7,63.0
Chiredzi,Masvingo,2024,June,52.1,2509,38,28.7,0.63,0.57,0.7,0.6,53.7,86.9,29.9,182.0,160.0,Semi-Urban,13.5,56.8,64.6
Chiredzi,Masvingo,2024,November,56.3,4640,38,29.8,0.6,0.59,0.69,0.6,55.7,88.6,28.7,179.0,163.3,Semi-Urban,13.6,52.1,65.6
Chivi,Masvingo,2015,June,38.2,2384,7,51.2,0.3,0.04,0.13,0.25,59.3,65.6,32.6,125.0,23.5,Rural,63.0,39.8,45.2
Chivi,Masvingo,2015,November,44.3,4625,6,47.9,0.29,0.04,0.13,0.24,60.3,63.7,34.0,124.0,23.5,Rural,64.0,38.2,46.9
Chivi,Masvingo,2016,June,38.8,2449,7,49.9,0.32,0.06,0.14,0.26,59.8,63.5,34.3,126.0,22.8,Rural,62.6,44.3,43.3
Chivi,Masvingo,2016,November,45.6,4482,7,50.8,0.32,0.06,0.14,0.26,56.1,65.7,35.7,125.0,23.3,Rural,60.5,38.8,42.3
Chivi,Masvingo,2017,June,38.9,2526,7,48.8,0.33,0.08,0.15,0.25,57.0,66.0,37.1,121.0,24.0,Rural,61.6,45.6,48.4
Chivi,Masvingo,2017,November,48.1,4723,7,50.5,0.34,0.07,0.15,0.25,58.4,64.6,35.3,122.0,22.5,Rural,62.1,38.9,48.1
Chivi,Masvingo,2018,June,41.0,2526,7,46.5,0.35,0.1,0.17,0.26,58.1,65.8,36.6,132.0,23.3,Rural,60.1,48.1,43.7
Chivi,Masvingo,2018,November,48.4,4802,7,50.2,0.33,0.09,0.16,0.26,56.1,65.4,33.6,120.0,23.9,Rural,63.2,41.0,44.7
Chivi,Masvingo,2019,June,41.0,2500,7,47.9,0.34,0.11,0.18,0.27,58.5,66.2,35.3,128.0,23.0,Rural,58.7,48.4,46.4
Chivi,Masvingo,2019,November,49.2,4714,7,48.9,0.36,0.11,0.18,0.28,55.4,66.0,31.7,131.0,23.7,Rural,57.4,41.0,47.3
Chivi,Masvingo,2020,June,36.5,2664,7,49.4,0.34,0.13,0.19,0.27,62.9,65.7,43.3,106.0,23.5,Rural,60.7,49.2,43.8
Chivi,Masvingo,2020,November,39.2,4883,7,50.8,0.34,0.12,0.18,0.29,61.1,65.7,40.7,117.0,24.9,Rural,58.3,36.5,40.2
Chivi,Masvingo,2021,June,37.0,2631,7,51.0,0.33,0.15,0.2,0.3,60.9,66.3,41.2,114.0,24.5,Rural,59.2,39.2,41.2
Chivi,Masvingo,2021,November,45.1,4984,7,51.1,0.35,0.15,0.19,0.29,62.8,66.5,40.5,120.0,23.4,Rural,61.4,37.0,46.0
Chivi,Masvingo,2022,June,44.5,2735,7,46.7,0.39,0.22,0.2,0.3,54.1,66.5,35.1,144.0,24.0,Rural,60.3,45.1,47.3
Chivi,Masvingo,2022,November,48.1,4856,7,45.1,0.4,0.22,0.21,0.29,54.1,65.8,35.1,131.0,24.8,Rural,58.7,44.5,44.7
Chivi,Masvingo,2023,June,42.6,2682,7,46.8,0.41,0.23,0.21,0.31,56.4,65.4,31.7,142.0,24.0,Rural,56.5,48.1,47.9
Chivi,Masvingo,2023,November,49.9,5062,7,45.5,0.4,0.23,0.21,0.3,56.7,66.8,33.6,138.0,25.1,Rural,55.5,42.6,48.3
Chivi,Masvingo,2024,June,46.1,2711,7,46.0,0.4,0.25,0.22,0.31,56.6,65.5,37.8,150.0,25.2,Rural,59.7,49.9,50.6
Chivi,Masvingo,2024,November,49.9,4976,7,46.6,0.39,0.25,0.22,0.32,55.4,65.8,34.4,140.0,24.5,Rural,55.8,46.1,45.8
Gutu,Masvingo,2015,June,17.2,3114,9,49.9,0.36,0.21,0.17,0.24,66.1,67.1,36.4,46.0,59.9,Rural,54.4,15.8,51.6
Gutu,Masvingo,2015,November,24.3,5968,10,51.1,0.37,0.2,0.17,0.26,67.5,66.4,40.4,51.0,62.1,Rural,50.7,17.2,52.7
Gutu,Masvingo,2016,June,19.7,3310,10,50.3,0.37,0.23,0.19,0.26,68.3,65.4,40.3,47.0,60.6,Rural,53.2,24.3,52.3
Gutu,Masvingo,2016,November,24.8,6118,10,49.3,0.39,0.22,0.19,0.24,65.5,67.4,40.8,49.0,62.9,Rural,52.9,19.7,52.0
Gutu,Masvingo,2017,June,21.0,3225,10,47.5,0.37,0.24,0.2,0.27,66.2,66.4,36.8,50.0,61.2,Rural,49.3,24.8,54.1
Gutu,Masvingo,2017,November,25.4,6159,10,48.3,0.39,0.23,0.19,0.27,67.3,67.8,38.0,52.0,61.1,Rural,50.5,21.0,50.4
Gutu,Masvingo,2018,June,20.6,3441,10,48.9,0.4,0.27,0.21,0.26,65.8,66.8,37.0,53.0,62.2,Rural,50.2,25.4,55.7
Gutu,Masvingo,2018,November,26.9,6316,10,47.5,0.42,0.25,0.21,0.26,63.8,66.4,41.6,51.0,62.8,Rural,51.3,20.6,51.9
Gutu,Masvingo,2019,June,23.6,3378,10,47.9,0.41,0.29,0.22,0.27,65.8,66.7,39.9,54.0,62.8,Rural,48.8,26.9,54.9
Gutu,Masvingo,2019,November,28.6,6256,10,48.8,0.4,0.29,0.22,0.27,62.4,66.4,42.2,53.0,61.5,Rural,49.2,23.6,52.0
Gutu,Masvingo,2020,June,16.8,3444,10,52.3,0.41,0.28,0.23,0.29,68.1,66.4,46.4,45.0,61.5,Rural,50.0,28.6,52.6
Gutu,Masvingo,2020,November,21.3,6430,10,50.2,0.39,0.3,0.22,0.29,71.6,68.0,46.2,45.0,61.6,Rural,49.1,16.8,53.3
Gutu,Masvingo,2021,June,18.2,3470,10,49.8,0.39,0.32,0.24,0.31,69.4,67.5,43.4,45.0,63.9,Rural,50.5,21.3,53.4
Gutu,Masvingo,2021,November,22.6,6432,10,50.8,0.42,0.33,0.23,0.29,69.2,67.7,47.6,47.0,62.7,Rural,48.9,18.2,48.6
Gutu,Masvingo,2022,June,21.5,3495,10,47.4,0.44,0.4,0.24,0.3,61.3,66.7,39.7,54.0,62.8,Rural,51.9,22.6,54.7
Gutu,Masvingo,2022,November,25.6,6658,10,47.7,0.45,0.37,0.24,0.3,64.2,67.7,39.8,56.0,63.2,Rural,51.4,21.5,52.6
Gutu,Masvingo,2023,June,22.7,3636,10,44.6,0.46,0.41,0.25,0.3,61.2,66.7,43.0,53.0,64.2,Rural,48.9,25.6,53.2
Gutu,Masvingo,2023,November,28.7,6497,10,46.6,0.46,0.42,0.25,0.31,64.2,67.3,38.9,55.0,64.1,Rural,50.2,22.7,55.1
Gutu,Masvingo,2024,June,23.3,3635,10,46.2,0.49,0.45,0.26,0.33,62.2,69.1,41.4,60.0,66.1,Rural,51.0,28.7,54.9
Gutu,Masvingo,2024,November,27.8,6774,10,44.6,0.47,0.42,0.26,0.33,61.3,67.0,42.2,56.0,67.6,Rural,50.0,23.3,57.6
Masvingo Urban,Masvingo,2015,June,58.9,13384,27,19.6,0.77,0.62,0.83,0.72,33.2,89.6,23.7,269.0,555.7,Urban,2.7,57.4,74.2
Masvingo Urban,Masvingo,2015,November,68.6,25771,28,20.4,0.78,0.61,0.8,0.73,34.5,89.9,23.1,271.0,549.2,Urban,2.8,58.9,73.9
Masvingo Urban,Masvingo,2016,June,61.2,13771,28,19.4,0.8,0.6,0.83,0.75,32.5,88.2,24.9,276.0,558.8,Urban,2.8,68.6,75.4
Masvingo Urban,Masvingo,2016,November,65.0,24837,28,19.5,0.75,0.64,0.83,0.75,32.3,87.4,24.2,266.0,532.0,Urban,2.8,61.2,72.3
Masvingo Urban,Masvingo,2017,June,66.5,13573,28,18.9,0.8,0.61,0.82,0.75,32.5,88.9,24.0,257.0,552.8,Urban,2.8,65.0,75.7
Masvingo Urban,Masvingo,2017,November,65.8,25663,28,19.0,0.8,0.66,0.83,0.7,34.5,90.6,24.4,281.0,561.1,Urban,2.8,66.5,77.3
Masvingo Urban,Masvingo,2018,June,68.2,14217,28,18.8,0.79,0.61,0.84,0.7,33.0,89.2,23.5,292.0,571.7,Urban,2.8,65.8,77.7
Masvingo Urban,Masvingo,2018,November,69.8,26179,28,19.2,0.8,0.67,0.82,0.76,32.5,89.7,25.6,270.0,581.0,Urban,2.8,68.2,73.0
Masvingo Urban,Masvingo,2019,June,63.0,14569,28,18.7,0.83,0.66,0.88,0.73,33.3,91.1,24.4,294.0,577.6,Urban,2.6,69.8,76.5
Masvingo Urban,Masvingo,2019,November,70.8,27339,28,19.2,0.84,0.63,0.85,0.71,33.6,88.4,22.7,298.0,590.6,Urban,2.8,63.0,74.1
Masvingo Urban,Masvingo,2020,June,61.9,14165,28,20.7,0.84,0.66,0.87,0.72,38.1,91.2,28.8,252.0,558.6,Urban,2.8,70.8,74.8
Masvingo Urban,Masvingo,2020,November,66.2,26274,29,20.6,0.77,0.68,0.86,0.73,37.6,90.1,28.6,231.0,572.0,Urban,2.7,61.9,72.6
Masvingo Urban,Masvingo,2021,June,64.1,14380,29,20.5,0.85,0.7,0.87,0.77,37.6,90.6,31.8,241.0,564.3,Urban,2.7,66.2,75.0
Masvingo Urban,Masvingo,2021,November,69.0,27681,29,20.5,0.77,0.7,0.86,0.79,36.9,89.9,30.3,245.0,571.5,Urban,2.6,64.1,72.2
Masvingo Urban,Masvingo,2022,June,64.6,14639,29,18.0,0.84,0.74,0.89,0.75,31.7,91.7,25.0,286.0,602.8,Urban,2.8,69.0,73.7
Masvingo Urban,Masvingo,2022,November,69.7,27446,29,19.0,0.87,0.79,0.88,0.76,30.6,91.4,25.7,314.0,583.3,Urban,2.6,64.6,73.1
Masvingo Urban,Masvingo,2023,June,64.2,14980,29,18.5,0.9,0.8,0.89,0.77,31.3,92.0,23.9,314.0,580.5,Urban,2.7,69.7,75.7
Masvingo Urban,Masvingo,2023,November,67.9,28100,29,19.1,0.89,0.76,0.88,0.75,31.0,90.5,24.4,294.0,588.0,Urban,2.7,64.2,77.8
Masvingo Urban,Masvingo,2024,June,66.6,15521,30,18.8,0.85,0.81,0.9,0.76,29.5,89.0,26.3,296.0,591.3,Urban,2.7,67.9,79.1
Masvingo Urban,Masvingo,2024,November,73.7,27852,30,18.6,0.9,0.81,0.87,0.8,30.0,89.1,24.4,298.0,624.5,Urban,2.5,66.6,79.0
Masvingo Rural,Masvingo,2015,June,33.7,3500,23,49.2,0.12,0.13,0.26,0.09,68.3,69.2,31.1,93.0,21.3,Rural,35.4,36.1,31.5
Masvingo Rural,Masvingo,2015,November,39.0,6434,24,51.5,0.12,0.12,0.25,0.1,67.4,69.2,31.1,89.0,20.7,Rural,33.7,33.7,32.6
Masvingo Rural,Masvingo,2016,June,35.1,3580,24,50.4,0.14,0.15,0.26,0.1,68.4,68.3,29.6,87.0,20.4,Rural,32.7,39.0,34.1
Masvingo Rural,Masvingo,2016,November,39.3,6550,24,50.3,0.13,0.14,0.26,0.1,70.2,69.7,32.0,95.0,20.5,Rural,34.1,35.1,33.8
Masvingo Rural,Masvingo,2017,June,37.1,3680,24,51.3,0.15,0.17,0.27,0.11,67.1,69.1,34.6,88.0,20.6,Rural,32.3,39.3,31.8
Masvingo Rural,Masvingo,2017,November,43.9,6799,24,51.4,0.14,0.16,0.27,0.11,67.7,68.1,34.5,94.0,21.2,Rural,32.9,37.1,34.0
Masvingo Rural,Masvingo,2018,June,39.5,3653,24,49.9,0.16,0.18,0.29,0.12,68.5,69.5,30.9,94.0,21.0,Rural,33.0,43.9,31.1
Masvingo Rural,Masvingo,2018,November,42.4,6862,24,50.4,0.16,0.18,0.27,0.12,68.7,70.5,30.8,94.0,21.2,Rural,33.3,39.5,32.3
Masvingo Rural,Masvingo,2019,June,42.5,3708,24,47.2,0.17,0.2,0.29,0.13,69.2,70.8,33.4,96.0,20.9,Rural,34.6,42.4,32.1
Masvingo Rural,Masvingo,2019,November,43.5,6960,24,49.1,0.16,0.21,0.29,0.13,65.8,68.6,31.1,96.0,21.9,Rural,33.5,42.5,32.7
Masvingo Rural,Masvingo,2020,June,32.8,3756,25,53.8,0.16,0.22,0.29,0.14,75.7,70.3,39.5,82.0,21.0,Rural,34.4,43.5,32.9
Masvingo Rural,Masvingo,2020,November,36.9,6807,24,51.6,0.15,0.21,0.29,0.13,75.1,70.1,34.6,81.0,21.6,Rural,33.1,32.8,30.7
Masvingo Rural,Masvingo,2021,June,35.5,3859,24,52.7,0.15,0.22,0.31,0.14,73.1,69.0,35.7,89.0,21.2,Rural,32.4,36.9,33.9
Masvingo Rural,Masvingo,2021,November,38.7,7083,24,52.7,0.16,0.23,0.3,0.14,73.1,70.9,35.4,81.0,22.2,Rural,34.1,35.5,30.4
Masvingo Rural,Masvingo,2022,June,39.3,3760,25,48.5,0.21,0.29,0.33,0.15,69.4,70.0,30.7,96.0,22.0,Rural,31.1,38.7,34.2
Masvingo Rural,Masvingo,2022,November,44.2,7330,25,47.2,0.2,0.31,0.32,0.15,66.3,69.0,32.9,105.0,22.0,Rural,31.6,39.3,35.5
Masvingo Rural,Masvingo,2023,June,41.4,3908,25,48.0,0.22,0.34,0.34,0.16,67.0,70.7,31.1,98.0,22.9,Rural,32.3,44.2,32.9
Masvingo Rural,Masvingo,2023,November,45.2,7126,25,48.1,0.22,0.33,0.32,0.16,66.9,69.5,31.0,97.0,22.9,Rural,30.9,41.4,36.3
Masvingo Rural,Masvingo,2024,June,41.8,3915,25,47.2,0.23,0.33,0.35,0.17,66.2,69.8,32.7,110.0,23.1,Rural,32.3,45.2,34.3
Masvingo Rural,Masvingo,2024,November,45.8,7358,25,44.8,0.23,0.35,0.33,0.16,64.1,70.5,32.8,110.0,23.0,Rural,31.6,41.8,37.8
Mwenezi,Masvingo,2015,June,34.9,3347,27,51.3,0.34,0.2,0.39,0.24,57.0,73.2,35.3,127.0,37.4,Rural,61.8,37.8,40.2
Mwenezi,Masvingo,2015,November,39.5,6175,27,52.4,0.35,0.2,0.4,0.25,58.7,72.4,33.6,133.0,38.1,Rural,62.5,34.9,37.2
Mwenezi,Masvingo,2016,June,38.5,3339,27,49.9,0.36,0.23,0.41,0.25,57.0,71.8,35.4,129.0,37.9,Rural,61.6,39.5,37.3
Mwenezi,Masvingo,2016,November,43.0,6363,27,49.7,0.38,0.22,0.41,0.26,56.7,74.1,37.4,135.0,36.9,Rural,56.4,38.5,39.3
Mwenezi,Masvingo,2017,June,39.0,3370,27,49.8,0.38,0.25,0.43,0.26,54.7,71.4,35.8,137.0,37.8,Rural,59.2,43.0,38.2
Mwenezi,Masvingo,2017,November,43.5,6499,27,49.4,0.36,0.23,0.41,0.26,54.9,72.8,36.7,132.0,37.6,Rural,61.3,39.0,41.5
Mwenezi,Masvingo,2018,June,36.5,3517,27,49.4,0.37,0.27,0.42,0.28,54.6,73.0,34.4,127.0,39.2,Rural,58.8,43.5,42.5
Mwenezi,Masvingo,2018,November,45.4,6634,27,51.6,0.39,0.25,0.43,0.27,55.6,71.9,34.1,134.0,39.6,Rural,59.1,36.5,40.0
Mwenezi,Masvingo,2019,June,42.4,3465,27,51.5,0.39,0.27,0.44,0.27,57.1,72.1,34.7,131.0,37.2,Rural,56.2,45.4,45.2
Mwenezi,Masvingo,2019,November,44.3,6687,27,51.8,0.4,0.27,0.44,0.27,57.8,74.2,33.5,133.0,39.0,Rural,59.8,42.4,42.5
Mwenezi,Masvingo,2020,June,34.0,3667,27,55.4,0.39,0.29,0.46,0.29,62.4,73.7,38.9,122.0,39.2,Rural,59.1,44.3,38.7
Mwenezi,Masvingo,2020,November,37.0,6598,28,54.3,0.39,0.3,0.45,0.3,62.6,74.1,41.0,113.0,38.3,Rural,59.2,34.0,38.3
Mwenezi,Masvingo,2021,June,36.2,3731,28,54.9,0.4,0.31,0.46,0.31,61.2,74.2,38.3,117.0,38.2,Rural,56.2,37.0,41.0
Mwenezi,Masvingo,2021,November,41.4,6778,28,53.9,0.41,0.31,0.47,0.3,62.1,73.5,39.6,127.0,40.2,Rural,57.9,36.2,41.1
Mwenezi,Masvingo,2022,June,41.1,3694,28,49.8,0.45,0.39,0.46,0.3,54.4,72.4,36.8,137.0,40.9,Rural,56.6,41.4,42.9
Mwenezi,Masvingo,2022,November,45.9,6701,28,50.0,0.42,0.37,0.47,0.31,56.2,74.6,33.9,148.0,40.4,Rural,54.7,41.1,42.2
Mwenezi,Masvingo,2023,June,43.0,3802,28,49.3,0.45,0.42,0.47,0.32,55.6,74.4,33.7,153.0,39.2,Rural,55.8,45.9,44.2
Mwenezi,Masvingo,2023,November,47.5,7107,28,46.4,0.45,0.42,0.47,0.32,55.5,75.2,37.0,152.0,38.7,Rural,55.3,43.0,41.9
Mwenezi,Masvingo,2024,June,41.9,3784,28,49.0,0.45,0.41,0.48,0.3,53.3,74.9,34.0,156.0,42.0,Rural,55.2,47.5,43.3
Mwenezi,Masvingo,2024,November,49.8,7017,28,49.0,0.46,0.41,0.5,0.3,52.5,73.2,32.0,150.0,40.2,Rural,56.6,41.9,44.2
Zaka,Masvingo,2015,June,26.5,1196,26,50.0,0.34,0.24,0.34,0.08,68.3,79.0,46.8,67.0,49.6,Rural,22.8,24.9,28.2
Zaka,Masvingo,2015,November,32.6,2357,27,49.8,0.33,0.24,0.33,0.08,71.9,80.7,47.6,65.0,50.1,Rural,23.7,26.5,31.5
Zaka,Masvingo,2016,June,29.8,1218,27,47.2,0.34,0.25,0.35,0.08,70.1,80.5,45.3,67.0,50.9,Rural,24.1,32.6,27.7
Zaka,Masvingo,2016,November,32.1,2306,27,48.9,0.32,0.26,0.34,0.09,72.0,81.3,46.7,74.0,49.0,Rural,24.3,29.8,30.5
Zaka,Masvingo,2017,June,28.7,1280,27,46.5,0.34,0.29,0.34,0.09,72.1,78.4,46.8,71.0,50.6,Rural,21.9,32.1,32.7
Zaka,Masvingo,2017,November,35.8,2346,27,49.1,0.34,0.28,0.36,0.1,68.6,81.0,46.3,76.0,50.3,Rural,23.7,28.7,30.8
Zaka,Masvingo,2018,June,32.0,1268,27,48.5,0.37,0.31,0.36,0.11,70.5,80.7,49.0,74.0,51.1,Rural,23.0,35.8,30.2
Zaka,Masvingo,2018,November,35.7,2329,27,46.9,0.36,0.29,0.35,0.1,68.1,79.6,50.7,75.0,52.2,Rural,22.0,32.0,31.5
Zaka,Masvingo,2019,June,31.4,1292,27,46.8,0.39,0.3,0.36,0.11,67.8,79.3,49.5,77.0,52.1,Rural,22.1,35.7,30.1
Zaka,Masvingo,2019,November,36.5,2462,27,47.1,0.37,0.31,0.38,0.1,69.9,80.0,48.2,72.0,54.9,Rural,21.7,31.4,30.0
Zaka,Masvingo,2020,June,23.7,1289,27,50.5,0.37,0.33,0.38,0.12,75.0,80.0,55.4,66.0,52.0,Rural,22.4,36.5,27.2
Zaka,Masvingo,2020,November,30.1,2426,28,49.5,0.33,0.33,0.38,0.12,76.0,80.6,55.3,63.0,52.5,Rural,21.7,23.7,31.2
Zaka,Masvingo,2021,June,25.9,1341,28,51.6,0.37,0.37,0.4,0.13,71.6,80.5,54.0,68.0,53.1,Rural,22.5,30.1,31.5
Zaka,Masvingo,2021,November,31.8,2456,28,52.4,0.37,0.34,0.38,0.12,74.4,81.4,52.5,68.0,52.5,Rural,22.2,25.9,27.0
Zaka,Masvingo,2022,June,30.4,1393,28,47.5,0.39,0.41,0.4,0.13,67.9,81.4,49.0,75.0,55.3,Rural,22.2,31.8,33.8
Zaka,Masvingo,2022,November,34.9,2487,28,46.8,0.39,0.39,0.39,0.13,67.6,80.7,47.9,83.0,54.9,Rural,21.0,30.4,34.7
Zaka,Masvingo,2023,June,31.1,1346,28,47.7,0.41,0.41,0.41,0.14,68.6,82.8,49.1,79.0,53.2,Rural,22.0,34.9,34.1
Zaka,Masvingo,2023,November,35.9,2627,28,44.6,0.41,0.42,0.39,0.14,67.8,80.3,49.0,82.0,54.8,Rural,21.3,31.1,30.9
Zaka,Masvingo,2024,June,35.7,1427,29,47.2,0.45,0.46,0.41,0.15,64.2,81.8,48.2,84.0,54.6,Rural,22.3,35.9,34.9
Zaka,Masvingo,2024,November,39.9,2547,29,45.5,0.45,0.44,0.41,0.15,67.3,82.6,45.9,82.0,55.7,Rural,22.1,35.7,32.4
Binga,Matabeleland North,2015,June,17.2,2854,5,53.9,0.34,0.07,0.15,0.09,57.9,70.6,40.1,120.0,6.0,Rural,38.8,20.1,29.5
Binga,Matabeleland North,2015,November,21.5,5422,6,56.3,0.35,0.07,0.15,0.09,56.5,70.0,44.8,114.0,5.9,Rural,38.7,17.2,33.7
Binga,Matabeleland North,2016,June,17.9,2981,6,54.8,0.34,0.09,0.17,0.1,54.7,71.7,44.0,117.0,6.0,Rural,39.9,21.5,31.3
Binga,Matabeleland North,2016,November,22.8,5627,6,53.7,0.35,0.08,0.16,0.1,58.1,71.2,43.1,120.0,6.2,Rural,39.7,17.9,32.2
Binga,Matabeleland North,2017,June,20.6,2984,6,55.1,0.36,0.11,0.18,0.11,57.8,70.7,40.0,114.0,6.2,Rural,38.6,22.8,33.9
Binga,Matabeleland North,2017,November,25.7,5620,6,56.7,0.37,0.1,0.17,0.11,55.2,72.5,39.8,123.0,6.2,Rural,37.5,20.6,34.5
Binga,Matabeleland North,2018,June,19.8,2983,6,56.2,0.38,0.13,0.19,0.12,54.1,70.8,43.0,122.0,6.2,Rural,39.0,25.7,32.9
Binga,Matabeleland North,2018,November,24.0,5584,6,56.1,0.36,0.12,0.18,0.12,57.0,70.3,39.6,121.0,6.4,Rural,35.7,19.8,35.4
Binga,Matabeleland North,2019,June,21.8,3160,6,54.8,0.39,0.14,0.19,0.12,53.2,71.1,42.5,129.0,6.4,Rural,35.8,24.0,33.7
Binga,Matabeleland North,2019,November,27.7,5802,6,52.5,0.38,0.14,0.18,0.12,55.1,73.2,41.5,117.0,6.1,Rural,36.0,21.8,32.0
Binga,Matabeleland North,2020,June,14.8,3144,6,56.3,0.38,0.17,0.19,0.13,59.0,70.6,46.5,108.0,6.2,Rural,35.7,27.7,32.3
Binga,Matabeleland North,2020,November,21.5,5851,6,58.2,0.35,0.16,0.21,0.14,58.1,70.8,48.1,104.0,6.4,Rural,35.5,14.8,31.8
Binga,Matabeleland North,2021,June,16.4,3172,6,59.5,0.38,0.18,0.22,0.14,60.1,73.3,45.2,104.0,6.3,Rural,35.3,21.5,28.6
Binga,Matabeleland North,2021,November,23.0,5746,6,55.6,0.36,0.18,0.22,0.14,58.9,72.6,47.1,108.0,6.4,Rural,36.9,16.4,33.1
Binga,Matabeleland North,2022,June,22.1,3123,6,50.8,0.4,0.24,0.22,0.15,56.1,71.3,40.7,124.0,6.5,Rural,37.5,23.0,35.2
Binga,Matabeleland North,2022,November,24.7,6012,6,54.2,0.41,0.23,0.23,0.15,52.6,73.5,42.6,124.0,6.3,Rural,37.8,22.1,30.0
Binga,Matabeleland North,2023,June,23.5,3277,6,52.1,0.45,0.25,0.24,0.15,54.3,72.2,43.0,127.0,6.3,Rural,37.0,24.7,33.8
Binga,Matabeleland North,2023,November,29.0,6176,6,50.8,0.44,0.27,0.24,0.16,54.9,73.4,38.6,128.0,6.5,Rural,34.9,23.5,35.9
Binga,Matabeleland North,2024,June,24.2,3363,6,50.1,0.46,0.3,0.24,0.16,54.6,72.3,40.1,127.0,6.5,Rural,37.4,29.0,37.7
Binga,Matabeleland North,2024,November,30.5,6072,6,51.5,0.44,0.29,0.24,0.16,54.2,72.8,42.1,127.0,6.6,Rural,35.1,24.2,36.5
Bubi,Matabeleland North,2015,June,26.0,1154,17,59.0,0.26,0.24,0.25,0.1,68.2,69.4,54.0,54.0,53.7,Rural,46.3,23.6,54.7
Bubi,Matabeleland North,2015,November,30.0,2119,17,60.0,0.25,0.24,0.25,0.1,65.3,68.6,50.8,54.0,55.9,Rural,46.8,26.0,50.1
Bubi,Matabeleland North,2016,June,25.4,1182,17,59.9,0.26,0.25,0.26,0.1,64.7,67.8,50.4,53.0,56.0,Rural,42.7,30.0,55.0
Bubi,Matabeleland North,2016,November,29.2,2159,17,59.7,0.27,0.27,0.27,0.11,64.1,67.9,51.9,51.0,54.5,Rural,44.2,25.4,52.9
Bubi,Matabeleland North,2017,June,28.3,1225,18,57.4,0.27,0.27,0.28,0.12,67.8,68.5,51.9,51.0,57.3,Rural,44.9,29.2,52.0
Bubi,Matabeleland North,2017,November,33.5,2173,18,59.6,0.27,0.29,0.29,0.12,68.3,69.2,49.3,56.0,54.9,Rural,45.3,28.3,54.4
Bubi,Matabeleland North,2018,June,27.6,1208,18,56.2,0.29,0.3,0.28,0.12,63.8,69.1,53.6,52.0,55.0,Rural,42.6,33.5,52.3
Bubi,Matabeleland North,2018,November,33.6,2292,18,57.5,0.29,0.3,0.29,0.13,65.8,69.6,48.9,53.0,54.8,Rural,44.2,27.6,54.4
Bubi,Matabeleland North,2019,June,30.1,1215,18,55.3,0.28,0.31,0.31,0.13,66.9,69.7,54.4,56.0,58.4,Rural,44.8,33.6,51.9
Bubi,Matabeleland North,2019,November,32.7,2221,18,56.1,0.3,0.31,0.3,0.14,63.4,68.4,53.1,54.0,58.5,Rural,44.8,30.1,53.9
Bubi,Matabeleland North,2020,June,21.8,1217,18,59.7,0.29,0.33,0.3,0.14,69.2,68.4,58.2,49.0,57.2,Rural,42.3,32.7,50.0
Bubi,Matabeleland North,2020,November,28.7,2368,18,59.5,0.29,0.32,0.32,0.14,67.1,69.8,56.8,46.0,55.9,Rural,43.3,21.8,49.7
Bubi,Matabeleland North,2021,June,24.8,1234,18,61.0,0.28,0.33,0.33,0.15,66.6,68.3,57.6,47.0,58.3,Rural,44.4,28.7,53.5
